index,creation_date,status,completion_date,surface_type,graffiti_spot,address,zipcode,ward,police_district,community_area,latitude,longitude,location
18-02902959,10/12/2018,Completed,10/12/2018,Metal - Painted,Garbage Cart,1875 N SHEFFIELD AVE,60614,43,18,7,41.9158628273805,-87.6531442385186,"(41.91586282738, -87.653144238519)"
17-05558433,08/19/2017,Completed,08/21/2017,Metal - Unpainted,Sign,3510 N KEDZIE AVE,60618,35,17,21,41.94515063717329,-87.7079314201866,"(41.945150637173, -87.707931420187)"
17-05581817,08/20/2017,Completed,08/21/2017,Metal - Painted,Dumpster,2610 W FRANCIS PL,60647,1,14,22,41.9201342710878,-87.6935526202701,"(41.920134271088, -87.69355262027)"
17-05538974,08/18/2017,Completed,08/21/2017,Brick - Painted,Rear,4546 S WOOD ST,60609,15,9,61,41.810805559088394,-87.67003696258541,"(41.810805559088, -87.670036962585)"
18-02906021,10/12/2018,Completed,10/12/2018,Metal - Painted,Traffic Control Box,3301 W IRVING PARK RD,60618,33,17,16,41.953781227620794,-87.7105229129083,"(41.953781227621, -87.710522912908)"
18-02897177,10/11/2018,Completed,10/12/2018,Brick - Unpainted,Rear,959 W OAKDALE AVE,60657,44,19,6,41.935251658968,-87.6538254359897,"(41.935251658968, -87.65382543599)"
17-05595331,08/21/2017,Completed,08/21/2017,Brick - Unpainted,Side,3835 W 31ST ST,60623,22,10,30,41.8368336765588,-87.72083154727221,"(41.836833676559, -87.720831547272)"
17-05528103,08/18/2017,Completed,08/21/2017,Wood - Painted,Front,1447 N ASHLAND AVE,60622,2,14,24,41.9083838935048,-87.6674794175239,"(41.908383893505, -87.667479417524)"
17-05598782,08/21/2017,Completed,08/21/2017,Metal - Painted,Rear,3322 N MILWAUKEE AVE,60641,30,17,16,41.9414047033709,-87.72787037087521,"(41.941404703371, -87.727870370875)"
17-05550095,08/19/2017,Completed,08/21/2017,Metal - Painted,Pole,337 E GRAND AVE,60611,42,18,8,41.8917200945729,-87.6186917638612,"(41.891720094573, -87.618691763861)"
17-05592031,08/21/2017,Completed,08/21/2017,Brick - Unpainted,Side,4359 S TALMAN AVE,60632,15,9,58,41.813885591608795,-87.69055492260159,"(41.813885591609, -87.690554922602)"
17-05528938,08/18/2017,Completed,08/21/2017,Other / Unknown Surface,Garage,5226 W MONTROSE AVE,60641,38,16,15,41.96069681410471,-87.75850657457691,"(41.960696814105, -87.758506574577)"
17-05593922,08/21/2017,Completed,08/21/2017,Brick - Painted,Side,5229 S KEDZIE AVE,60632,14,9,63,41.7981106803323,-87.70353957949159,"(41.798110680332, -87.703539579492)"
17-05592671,08/21/2017,Completed,08/21/2017,Metal - Painted,Front,8553 S ASHLAND AVE,60620,21,6,71,41.7378752275544,-87.66297287561491,"(41.737875227554, -87.662972875615)"
17-05589370,08/21/2017,Completed,08/21/2017,Metal - Painted,Pole,1739 S HALSTED ST,60608,11,12,31,41.857996088997396,-87.6464998346314,"(41.857996088997, -87.646499834631)"
17-05540646,08/18/2017,Completed,08/21/2017,Other/Unknown Surface,Sign,5704 S KILDARE AVE,60629,13,8,62,41.7892969722884,-87.7305456247784,"(41.789296972288, -87.730545624778)"
17-05593934,08/21/2017,Completed,08/21/2017,Metal - Painted,Front,3155 W 55TH ST,60632,14,8,63,41.793408019071705,-87.70332063846371,"(41.793408019072, -87.703320638464)"
17-05528784,08/18/2017,Completed,08/21/2017,Wood - Painted,Front,3912 N CLARK ST,60613,47,19,6,41.952908537331794,-87.66125810838459,"(41.952908537332, -87.661258108385)"
18-02893842,10/11/2018,Completed,10/12/2018,Asphalt,Side,4926 N GLENWOOD AVE,60640,47,20,3,41.972606193056,-87.6648329436384,"(41.972606193056, -87.664832943638)"
17-05593041,08/21/2017,Completed,08/21/2017,Brick - Painted,Viaduct,2400 S HALSTED ST,60608,11,9,60,41.8492284245078,-87.64662013950691,"(41.849228424508, -87.646620139507)"
17-05571784,08/20/2017,Completed,08/21/2017,Brick - Unpainted,Rear,1949 W 48TH ST,60609,15,9,61,41.8065838977712,-87.6741578027169,"(41.806583897771, -87.674157802717)"
17-05592494,08/21/2017,Completed,08/21/2017,Metal - Painted,Fence,8300 S PULASKI RD,60652,18,8,70,41.742130554061696,-87.7218241003298,"(41.742130554062, -87.72182410033)"
17-05571787,08/20/2017,Completed,08/21/2017,Metal - Painted,Front,4911 S MARSHFIELD AVE,60609,20,9,61,41.804557994565,-87.6659410733189,"(41.804557994565, -87.665941073319)"
17-05508489,08/17/2017,Completed,08/21/2017,Metal - Painted,Traffic Control Box,955 N HOYNE AVE,60622,2,12,24,41.8993410095976,-87.6794485972418,"(41.899341009598, -87.679448597242)"
17-05593088,08/21/2017,Completed,08/21/2017,Metal - Painted,Pole,737 W 17TH PL,60616,11,12,31,41.8582404444411,-87.64626556938869,"(41.858240444441, -87.646265569389)"
17-05591720,08/21/2017,Completed,08/21/2017,Metal - Unpainted,Side,2001 S BLUE ISLAND AVE,60608,25,12,31,41.855051400806495,-87.6633820984687,"(41.855051400807, -87.663382098469)"
17-05595466,08/21/2017,Completed,08/21/2017,"Cement (Sidewalk, Alley, Wall, Curb)",Front,406 N HALSTED ST,60642,27,12,24,41.889275992151696,-87.64773747256041,"(41.889275992152, -87.64773747256)"
17-05558317,08/19/2017,Completed,08/21/2017,Metal - Unpainted,Sign,3239 N KEDZIE AVE,60618,33,17,21,41.940472708716605,-87.7075095052446,"(41.940472708717, -87.707509505245)"
18-02898870,10/11/2018,Completed,10/12/2018,Brick - Unpainted,Side,951 W FLETCHER ST,60657,44,19,6,41.938842806500304,-87.6536738125765,"(41.9388428065, -87.653673812577)"
17-05573364,08/20/2017,Completed,08/21/2017,Brick - Unpainted,Side,1852 N WHIPPLE ST,60647,1,14,22,41.91533358105671,-87.7040309203747,"(41.915333581057, -87.704030920375)"
17-05593834,08/21/2017,Completed,08/21/2017,Metal - Painted,Sign,552 W 32ND ST,60616,11,9,60,41.8363987104181,-87.6410556635511,"(41.836398710418, -87.641055663551)"
17-05594956,08/21/2017,Completed,08/21/2017,"Cement (Sidewalk, Alley, Wall, Curb)",Front,817 W 21ST ST,60608,11,12,31,41.85382784016821,-87.64726383299191,"(41.853827840168, -87.647263832992)"
17-05540436,08/18/2017,Completed,08/21/2017,Other/Unknown Surface,Sign,4322 W 52ND ST,60632,23,8,57,41.7987321550651,-87.7317443245356,"(41.798732155065, -87.731744324536)"
17-05524687,08/18/2017,Completed,08/21/2017,Marble/Granite,Front,4911 W IRVING PARK RD,60641,45,16,15,41.953265812824,-87.7503258937217,"(41.953265812824, -87.750325893722)"
18-02902749,10/12/2018,Completed,10/12/2018,Metal - Painted,Pole,1951 N SHEFFIELD AVE,60614,43,18,7,41.9174118396074,-87.6531989068256,"(41.917411839607, -87.653198906826)"
18-02895937,10/11/2018,Completed,10/12/2018,Metal - Painted,Alley,3653 N WESTERN AVE,60618,47,19,5,41.948289475728394,-87.6881542187628,"(41.948289475728, -87.688154218763)"
17-05598452,08/21/2017,Completed,08/21/2017,Metal - Painted,Door,1333 N MILWAUKEE AVE,60622,1,14,24,41.9061628656733,-87.67064602390991,"(41.906162865673, -87.67064602391)"
18-02896555,10/11/2018,Completed,10/12/2018,Metal - Painted,Alley,4825 N PAULINA ST,60640,47,20,3,41.96966777627121,-87.6708943236934,"(41.969667776271, -87.670894323693)"
18-02899421,10/11/2018,Completed,10/12/2018,Wood - Unpainted,Garage,3315 W 55TH ST,60632,14,8,63,41.7933589028633,-87.70670679266321,"(41.793358902863, -87.706706792663)"
17-05592415,08/21/2017,Completed,08/21/2017,Metal - Painted,Pole,3614 S ARCHER AVE,60609,12,9,59,41.8280732895622,-87.6816503518685,"(41.828073289562, -87.681650351868)"
18-02898322,10/11/2018,Completed,10/12/2018,Brick - Unpainted,Side,3106 N WESTERN AVE,60618,33,19,5,41.9378503756691,-87.68829091491241,"(41.937850375669, -87.688290914912)"
17-05518753,08/17/2017,Completed,08/21/2017,Brick - Painted,Front,3565 W 63RD ST,60629,23,8,66,41.7787225768884,-87.7128620958847,"(41.778722576888, -87.712862095885)"
17-05593066,08/21/2017,Completed,08/21/2017,Metal - Painted,Front,3101 E 92ND ST,60617,10,4,46,41.728168579398606,-87.54837071903191,"(41.728168579399, -87.548370719032)"
17-05540781,08/18/2017,Completed,08/21/2017,Brick - Painted,Side,1221 W 19TH ST,60608,25,12,31,41.8560118917402,-87.65727410572451,"(41.85601189174, -87.657274105725)"
18-03166091,11/15/2018,Completed,11/15/2018,Metal - Unpainted,Parking Meter,3916 W LAWRENCE AVE,60625,35,17,14,41.968367157684895,-87.7263323926569,"(41.968367157685, -87.726332392657)"
17-05586197,08/20/2017,Completed,08/21/2017,Metal - Painted,Pole,5005 W 63RD ST,60638,13,8,64,41.7782211818662,-87.74738869072729,"(41.778221181866, -87.747388690727)"
17-05599860,08/21/2017,Completed,08/21/2017,Brick - Unpainted,Front,910 N DAMEN AVE,60622,2,12,24,41.8980911731231,-87.67726173271821,"(41.898091173123, -87.677261732718)"
17-05533082,08/18/2017,Completed,08/21/2017,Brick - Unpainted,Side,2708 S PULASKI RD,60623,22,10,30,41.8420860967607,-87.72463965526221,"(41.842086096761, -87.724639655262)"
17-05555683,08/19/2017,Completed,08/21/2017,"Cement (Sidewalk, Alley, Wall, Curb)",Alley,4742 N ST LOUIS AVE,60625,33,17,14,41.9678310320296,-87.7159391896076,"(41.96783103203, -87.715939189608)"
17-05594252,08/21/2017,Completed,08/21/2017,Metal - Painted,Pole,5000 S CENTRAL PARK AVE,60632,14,8,62,41.80242792232,-87.7145777774106,"(41.80242792232, -87.714577777411)"
17-05533417,08/18/2017,Completed,08/21/2017,"Cement (Sidewalk, Alley, Wall, Curb)",Front,2400 W LOGAN BLVD,60647,32,14,22,41.92871132172431,-87.6878827514389,"(41.928711321724, -87.687882751439)"
17-05536757,08/18/2017,Completed,08/21/2017,Other / Unknown Surface,Front,9828 S AVENUE L,60617,10,4,52,41.716844419356896,-87.5366397235077,"(41.716844419357, -87.536639723508)"
17-05586192,08/20/2017,Completed,08/21/2017,Metal - Painted,Pole,5547 W 63RD ST,60638,13,8,64,41.777955000855606,-87.7611356081768,"(41.777955000856, -87.761135608177)"
17-05524784,08/18/2017,Completed,08/21/2017,Metal - Painted,Sign,3018 S STATE ST,60616,3,1,35,41.838948590296795,-87.6269426063682,"(41.838948590297, -87.626942606368)"
17-05549586,08/19/2017,Completed,08/21/2017,Metal - Unpainted,Sign,255 E ILLINOIS ST,60611,42,18,8,41.8908899719352,-87.6204315955783,"(41.890889971935, -87.620431595578)"
17-05591698,08/21/2017,Completed,08/21/2017,Metal - Unpainted,Pole,2000 S BLUE ISLAND AVE,60608,25,12,31,41.854918894147204,-87.66384085368949,"(41.854918894147, -87.663840853689)"
17-05538562,08/18/2017,Completed,08/21/2017,Other / Unknown Surface,Side,4353 S KEDZIE AVE,60632,15,9,58,41.8138149702651,-87.70405353157659,"(41.813814970265, -87.704053531577)"
17-05592477,08/21/2017,Completed,08/21/2017,Metal - Painted,Dumpster,4322 W 63RD ST,60629,23,8,65,41.7786697308086,-87.7310748119458,"(41.778669730809, -87.731074811946)"
17-05593668,08/21/2017,Completed,08/21/2017,Brick - Painted,Front,3225 S MORGAN ST,60608,11,9,60,41.8356318491999,-87.6509367623993,"(41.8356318492, -87.650936762399)"
17-05570782,08/20/2017,Completed,08/21/2017,Metal - Painted,Garage,3548 W 60TH ST,60629,23,8,66,41.784395942657596,-87.71248777590179,"(41.784395942658, -87.712487775902)"
17-05512502,08/17/2017,Completed,08/21/2017,Brick - Unpainted,Side,1750 W FULTON ST,60612,27,12,28,41.8869674910614,-87.6714804257922,"(41.886967491061, -87.671480425792)"
17-05549962,08/19/2017,Completed,08/21/2017,Metal - Painted,Pole,618 N MCCLURG CT,60611,42,18,8,41.8933322893979,-87.61788214359,"(41.893332289398, -87.61788214359)"
17-05594546,08/21/2017,Completed,08/21/2017,Metal - Painted,Mail Box,1900 S HALSTED ST,60608,11,12,31,41.856691244707996,-87.64675694476699,"(41.856691244708, -87.646756944767)"
17-05589489,08/21/2017,Completed,08/21/2017,Other / Unknown Surface,Garbage Cart,1704 S HALSTED ST,60608,11,12,31,41.8589840148239,-87.6468241262855,"(41.858984014824, -87.646824126286)"
17-05598921,08/21/2017,Completed,08/21/2017,Metal - Painted,Pole,1930 N MILWAUKEE AVE,60647,32,14,22,41.91648681960321,-87.687114067792,"(41.916486819603, -87.687114067792)"
17-05599560,08/21/2017,Completed,08/21/2017,Brick - Unpainted,Front,3511 W BELLE PLAINE AVE,60618,35,17,16,41.955525719397905,-87.71590021013269,"(41.955525719398, -87.715900210133)"
17-05593651,08/21/2017,Completed,08/21/2017,Metal - Painted,Pole,3439 S MORGAN ST,60608,11,9,60,41.8315634009669,-87.65083888269709,"(41.831563400967, -87.650838882697)"
17-05540251,08/18/2017,Completed,08/21/2017,Metal - Painted,Mail Box,5202 S KOSTNER AVE,60632,23,8,57,41.79845736580351,-87.7332606694701,"(41.798457365804, -87.73326066947)"
17-05591607,08/21/2017,Completed,08/21/2017,Brick - Unpainted,Front,3222 W 54TH ST,60632,14,8,63,41.795432767409004,-87.70468200251301,"(41.795432767409, -87.704682002513)"
17-05536396,08/18/2017,Completed,08/21/2017,Metal - Painted,Newspaper Box,3604 N ST LOUIS AVE,60618,35,17,16,41.946731017486,-87.71531872469228,"(41.946731017486, -87.715318724692)"
17-05524686,08/18/2017,Completed,08/21/2017,Metal - Unpainted,Pole,4150 W 62ND ST,60629,23,8,65,41.7805347087874,-87.72729947922171,"(41.780534708787, -87.727299479222)"
17-05566504,08/20/2017,Completed,08/21/2017,Brick - Unpainted,Side,4743 N SPAULDING AVE,60625,33,17,14,41.9678890135483,-87.710758389114,"(41.967889013548, -87.710758389114)"
17-05592175,08/21/2017,Completed,08/21/2017,Brick - Unpainted,Front,4400 S FAIRFIELD AVE,60632,15,9,58,41.8136641371077,-87.69329057997679,"(41.813664137108, -87.693290579977)"
17-05529396,08/18/2017,Completed,08/21/2017,Brick - Unpainted,Side,1950 W HUBBARD ST,60622,27,12,24,41.8898442359824,-87.6764176786009,"(41.889844235982, -87.676417678601)"
17-05539252,08/18/2017,Completed,08/21/2017,Brick - Unpainted,Front,1720 E 79TH ST,60649,8,4,43,41.75163597839521,-87.58239344487521,"(41.751635978395, -87.582393444875)"
17-05593657,08/21/2017,Completed,08/21/2017,Metal - Painted,Front,3319 S MORGAN ST,60608,11,9,60,41.8341736722403,-87.65090042917271,"(41.83417367224, -87.650900429173)"
17-05579255,08/20/2017,Completed,08/21/2017,Metal - Painted,Door,3740 N PANAMA AVE,60634,38,16,17,41.9479924464282,-87.8293318975799,"(41.947992446428, -87.82933189758)"
17-05581318,08/20/2017,Completed,08/21/2017,Metal - Painted,Traffic Control Box,141 E OHIO ST,60611,42,18,8,41.8924571245343,-87.62391634212851,"(41.892457124534, -87.623916342128)"
17-05528962,08/18/2017,Completed,08/21/2017,Metal - Painted,Rear,4958 W IRVING PARK RD,60641,45,16,15,41.953478032364295,-87.75192643256581,"(41.953478032364, -87.751926432566)"
17-05549784,08/19/2017,Completed,08/21/2017,"Cement (Sidewalk, Alley, Wall, Curb)",Pole,250 E ILLINOIS ST,60611,42,18,8,41.8911066304236,-87.6205899641002,"(41.891106630424, -87.6205899641)"
17-05573801,08/20/2017,Completed,08/21/2017,Metal - Painted,Rear,2303 W SUNNYSIDE AVE,60625,47,19,4,41.9630595192198,-87.6864515954768,"(41.96305951922, -87.686451595477)"
17-05596304,08/21/2017,Completed,08/21/2017,Brick - Unpainted,Front,2315 W FULLERTON AVE,60647,32,14,22,41.9248130499557,-87.68582753762941,"(41.924813049956, -87.685827537629)"
17-05591729,08/21/2017,Completed,08/21/2017,Metal - Unpainted,Mail Box,1817 S LOOMIS ST,60608,25,12,31,41.8572758141481,-87.661154007818,"(41.857275814148, -87.661154007818)"
17-05524874,08/18/2017,Completed,08/21/2017,Other/Unknown Surface,Sign,4456 W 59TH ST,60629,13,8,62,41.785921686144,-87.7350488469245,"(41.785921686144, -87.735048846925)"
17-05549261,08/19/2017,Completed,08/21/2017,Other/Unknown Surface,Dumpster,255 E OHIO ST,60611,42,18,8,41.892485182999906,-87.62052487756658,"(41.892485183, -87.620524877567)"
17-05593926,08/21/2017,Completed,08/21/2017,Brick - Painted,Rear,5207 S ST LOUIS AVE,60632,14,8,63,41.7986321109954,-87.7108952025412,"(41.798632110995, -87.710895202541)"
17-05554229,08/19/2017,Completed,08/21/2017,Brick - Unpainted,Side,5410 S STATE ST,60609,3,2,40,41.7960970177734,-87.6258851280954,"(41.796097017773, -87.625885128095)"
17-05508456,08/17/2017,Completed,08/21/2017,Brick - Painted,Front,2105 W DIVISION ST,60622,2,12,24,41.9030325864003,-87.67997015259779,"(41.9030325864, -87.679970152598)"
17-05591980,08/21/2017,Completed,08/21/2017,Brick - Unpainted,Front,4600 S FRANCISCO AVE,60632,15,9,58,41.8099635184854,-87.69684984914791,"(41.809963518485, -87.696849849148)"
17-05540782,08/18/2017,Completed,08/21/2017,Brick - Painted,Front,2029 N HALSTED ST,60614,43,18,7,41.91906146129409,-87.64839501503799,"(41.919061461294, -87.648395015038)"
17-05600101,08/21/2017,Completed,08/21/2017,Brick - Unpainted,Side,1233 N ASHLAND AVE,60622,2,14,24,41.904375820313,-87.667375981992,"(41.904375820313, -87.667375981992)"
17-05578627,08/20/2017,Completed,08/21/2017,Marble/Granite,Front,4453 N ARTESIAN AVE,60625,47,19,4,41.9628722940481,-87.68980583146259,"(41.962872294048, -87.689805831463)"
17-05529488,08/18/2017,Completed,08/21/2017,Brick - Unpainted,Side,2801 S PULASKI RD,60623,22,10,30,41.84047629775849,-87.7242998782048,"(41.840476297759, -87.724299878205)"
17-05515361,08/17/2017,Completed,08/21/2017,Brick - Painted,Side,3945 N SHERIDAN RD,60613,46,19,6,41.954005508498604,-87.6543845173666,"(41.954005508499, -87.654384517367)"
17-05598331,08/21/2017,Completed,08/21/2017,Metal - Painted,Side,4241 W ARMITAGE AVE,60639,35,25,20,41.9169707258211,-87.7331182479866,"(41.916970725821, -87.733118247987)"
17-05555608,08/19/2017,Completed,08/21/2017,Metal - Painted,Alley,4749 N HAMLIN AVE,60625,35,17,14,41.9678994696945,-87.72298510608879,"(41.967899469695, -87.722985106089)"
17-05524806,08/18/2017,Completed,08/21/2017,Brick - Painted,Front,1726 S STATE ST,60616,3,1,33,41.858120250601296,-87.6273507647991,"(41.858120250601, -87.627350764799)"
17-05593751,08/21/2017,Completed,08/21/2017,Metal - Painted,Pole,445 W 31ST ST,60616,11,9,60,41.838045373972705,-87.6378125650173,"(41.838045373973, -87.637812565017)"
17-05593914,08/21/2017,Completed,08/21/2017,Brick - Painted,Side,5328 S KEDZIE AVE,60632,14,8,63,41.796296252783506,-87.7037824265314,"(41.796296252783, -87.703782426531)"
17-05598595,08/21/2017,Completed,08/21/2017,Metal - Painted,Rear,1362 N MILWAUKEE AVE,60622,1,14,24,41.90646718175951,-87.6715736915382,"(41.906467181759, -87.671573691538)"
17-05567446,08/20/2017,Completed,08/21/2017,Brick - Unpainted,Side,5504 S SPRINGFIELD AVE,60629,13,8,62,41.7930517946951,-87.7208528971391,"(41.793051794695, -87.720852897139)"
17-05532565,08/18/2017,Completed,08/21/2017,"Cement (Sidewalk, Alley, Wall, Curb)",Front,6024 W WARWICK AVE,60634,38,16,17,41.9485986530302,-87.7776402789419,"(41.94859865303, -87.777640278942)"
17-05598566,08/21/2017,Completed,08/21/2017,Metal - Painted,Rear,1372 N MILWAUKEE AVE,60622,1,14,24,41.906657377179606,-87.6718711243227,"(41.90665737718, -87.671871124323)"
17-05527895,08/18/2017,Completed,08/21/2017,Brick - Unpainted,Front,1920 S BLUE ISLAND AVE,60608,25,12,31,41.8554624675079,-87.66338248740641,"(41.855462467508, -87.663382487406)"
17-05580886,08/20/2017,Completed,08/21/2017,Metal - Painted,Traffic Control Box,532 N ST CLAIR ST,60611,42,18,8,41.8918703122634,-87.622813868082,"(41.891870312263, -87.622813868082)"
17-05539367,08/18/2017,Completed,08/21/2017,Other/Unknown Surface,Alley,3919 N LOWELL AVE,60641,45,17,16,41.9523308298863,-87.73661580734631,"(41.952330829886, -87.736615807346)"
17-05594585,08/21/2017,Completed,08/21/2017,Wood - Painted,Fence,2126 S HALSTED ST,60608,11,12,31,41.853355317822796,-87.6466609310108,"(41.853355317823, -87.646660931011)"
17-05598325,08/21/2017,Completed,08/21/2017,Metal - Painted,Rear,2078 N MILWAUKEE AVE,60647,1,14,22,41.918952840995296,-87.69111372557128,"(41.918952840995, -87.691113725571)"
17-05592424,08/21/2017,Completed,08/21/2017,Metal - Painted,Traffic Control Box,3636 S ARCHER AVE,60609,12,9,59,41.8277130245305,-87.6822422804802,"(41.827713024531, -87.68224228048)"
17-05600964,08/21/2017,Completed,08/21/2017,Metal - Painted,Pole,3938 S DR MARTIN LUTHER KING JR DR,60653,3,2,38,41.8227060964646,-87.6171137650864,"(41.822706096465, -87.617113765086)"
17-05594263,08/21/2017,Completed,08/21/2017,Metal - Painted,Rear,3800 W 51ST ST,60632,14,8,62,41.8007293699857,-87.71853104545521,"(41.800729369986, -87.718531045455)"
17-05534846,08/18/2017,Completed,08/21/2017,Aluminum Siding,Garage,2235 W MAYPOLE AVE,60612,27,12,28,41.8838067794276,-87.6826947914591,"(41.883806779428, -87.682694791459)"
